dag_id,data,mse_factor,name,stage_id
f3ece788-fb5f-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
dag_id,data,mse_factor,name,stage_id
f3ece789-fb5f-11e9-b44d-000f53222e78,{'b5': {'size': 200}},0,graph,1
dag_id,data,mse_factor,name,stage_id
f3ece78a-fb5f-11e9-b44d-000f53222e78,{'c6': {'size': 226}},0,graph,1
dag_id,data,mse_factor,name,stage_id
f3ece78b-fb5f-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,0
dag_id,data,mse_factor,name,stage_id
f3ece78c-fb5f-11e9-b44d-000f53222e78,{'a1': {'size': 160}},0,graph,0
f3ece78c-fb5f-11e9-b44d-000f53222e78,{'a2': {'size': 80}},0,graph,1
f3ece78c-fb5f-11e9-b44d-000f53222e78,"{'a2': {'size': 160}, 'a3': {'size': 160}}",0,graph,1
f3ece78c-fb5f-11e9-b44d-000f53222e78,{'a4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
f3ece78d-fb5f-11e9-b44d-000f53222e78,{'b1': {'size': 80}},0,graph,0
f3ece78d-fb5f-11e9-b44d-000f53222e78,"{'b1': {'size': 160}, 'b2': {'size': 160}}",0,graph,0
f3ece78d-fb5f-11e9-b44d-000f53222e78,{'b4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
f3ece78e-fb5f-11e9-b44d-000f53222e78,{'f': {'size': 87}},0,graph,2
f3ece78e-fb5f-11e9-b44d-000f53222e78,{'b': {'size': 10}},0,graph,3
dag_id,data,mse_factor,name,stage_id
f3ece78f-fb5f-11e9-b44d-000f53222e78,{'b': {'size': 163}},0,graph,1
f3ece78f-fb5f-11e9-b44d-000f53222e78,{'d': {'size': 100}},0,graph,2

dag_id,data,mse_factor,name,stage_id
f3ece791-fb5f-11e9-b44d-000f53222e78,{'a13': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
f3ece792-fb5f-11e9-b44d-000f53222e78,{'a14': {'size': 84}},0,graph,1
dag_id,data,mse_factor,name,stage_id
f3ece793-fb5f-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
dag_id,data,mse_factor,name,stage_id
f3ece794-fb5f-11e9-b44d-000f53222e78,{'c23': {'size': 43}},0,graph,1
f3ece794-fb5f-11e9-b44d-000f53222e78,"{'c23': {'size': 86}, 'c16': {'size': 60}}",0,graph,1

dag_id,data,mse_factor,name,stage_id
f3ece796-fb5f-11e9-b44d-000f53222e78,{'d6': {'size': 60}},0,graph,0

dag_id,data,mse_factor,name,stage_id
f3ece798-fb5f-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
f3ece798-fb5f-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
f3ece799-fb5f-11e9-b44d-000f53222e78,{'a20': {'size': 32}},0,graph,0
f3ece799-fb5f-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
f3ece79a-fb5f-11e9-b44d-000f53222e78,{'b21': {'size': 64}},0,graph,0
f3ece79a-fb5f-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
f3ece79b-fb5f-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
f3ece79b-fb5f-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
f3ece79c-fb5f-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,graph,0
f3ece79c-fb5f-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,graph,4
dag_id,data,mse_factor,name,stage_id
f3ece79d-fb5f-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,AQ25,0
f3ece79d-fb5f-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,AQ25,4
dag_id,data,mse_factor,name,stage_id
f3ece79e-fb5f-11e9-b44d-000f53222e78,{'c26': {'size': 40}},0,AQ26,0
dag_id,data,mse_factor,name,stage_id
f3ece79f-fb5f-11e9-b44d-000f53222e78,{'a27': {'size': 40}},0,AQ27,0
f3ece79f-fb5f-11e9-b44d-000f53222e78,{'d6': {'size': 93}},0,AQ27,1
f3ece79f-fb5f-11e9-b44d-000f53222e78,{'d': {'size': 25}},0,AQ27,2
dag_id,data,mse_factor,name,stage_id
89988791-fb72-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
89988791-fb72-11e9-b44d-000f53222e78,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
89988792-fb72-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
89988793-fb72-11e9-b44d-000f53222e78,"{'or': {'size': 326}, 'cus': {'size': 46}}",0,graph,1
89988793-fb72-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,graph,2
dag_id,data,mse_factor,name,stage_id
89988794-fb72-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
89988794-fb72-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
dag_id,data,mse_factor,name,stage_id
89988795-fb72-11e9-b44d-000f53222e78,{'b5': {'size': 200}},0,graph,1
dag_id,data,mse_factor,name,stage_id
89988796-fb72-11e9-b44d-000f53222e78,{'c6': {'size': 226}},0,graph,1
dag_id,data,mse_factor,name,stage_id
89988797-fb72-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,0
dag_id,data,mse_factor,name,stage_id
89988798-fb72-11e9-b44d-000f53222e78,{'a1': {'size': 160}},0,graph,0
89988798-fb72-11e9-b44d-000f53222e78,{'a2': {'size': 80}},0,graph,1
89988798-fb72-11e9-b44d-000f53222e78,"{'a2': {'size': 160}, 'a3': {'size': 160}}",0,graph,1
89988798-fb72-11e9-b44d-000f53222e78,{'a4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
89988799-fb72-11e9-b44d-000f53222e78,{'b1': {'size': 80}},0,graph,0
89988799-fb72-11e9-b44d-000f53222e78,"{'b1': {'size': 160}, 'b2': {'size': 160}}",0,graph,0
89988799-fb72-11e9-b44d-000f53222e78,{'b4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
8998879a-fb72-11e9-b44d-000f53222e78,{'f': {'size': 87}},0,graph,2
8998879a-fb72-11e9-b44d-000f53222e78,{'b': {'size': 10}},0,graph,3
dag_id,data,mse_factor,name,stage_id
8998879b-fb72-11e9-b44d-000f53222e78,{'b': {'size': 163}},0,graph,1
8998879b-fb72-11e9-b44d-000f53222e78,{'d': {'size': 100}},0,graph,2

dag_id,data,mse_factor,name,stage_id
8998879d-fb72-11e9-b44d-000f53222e78,{'a13': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
8998879e-fb72-11e9-b44d-000f53222e78,{'a14': {'size': 84}},0,graph,1
dag_id,data,mse_factor,name,stage_id
8998879f-fb72-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
dag_id,data,mse_factor,name,stage_id
899887a0-fb72-11e9-b44d-000f53222e78,{'c23': {'size': 43}},0,graph,1
899887a0-fb72-11e9-b44d-000f53222e78,"{'c23': {'size': 86}, 'c16': {'size': 60}}",0,graph,1

dag_id,data,mse_factor,name,stage_id
899887a2-fb72-11e9-b44d-000f53222e78,{'d6': {'size': 60}},0,graph,0

dag_id,data,mse_factor,name,stage_id
899887a4-fb72-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
899887a4-fb72-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
899887a5-fb72-11e9-b44d-000f53222e78,{'a20': {'size': 32}},0,graph,0
899887a5-fb72-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
899887a6-fb72-11e9-b44d-000f53222e78,{'b21': {'size': 64}},0,graph,0
899887a6-fb72-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
899887a7-fb72-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
899887a7-fb72-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
899887a8-fb72-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,graph,0
899887a8-fb72-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,graph,4
dag_id,data,mse_factor,name,stage_id
899887a9-fb72-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,AQ25,0
899887a9-fb72-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,AQ25,4
dag_id,data,mse_factor,name,stage_id
899887aa-fb72-11e9-b44d-000f53222e78,{'c26': {'size': 40}},0,AQ26,0
dag_id,data,mse_factor,name,stage_id
899887ab-fb72-11e9-b44d-000f53222e78,{'a27': {'size': 40}},0,AQ27,0
899887ab-fb72-11e9-b44d-000f53222e78,{'d6': {'size': 93}},0,AQ27,1
899887ab-fb72-11e9-b44d-000f53222e78,{'d': {'size': 25}},0,AQ27,2
dag_id,data,mse_factor,name,stage_id
fe68a459-fb7f-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
fe68a459-fb7f-11e9-b44d-000f53222e78,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
fe68a45a-fb7f-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
fe68a45b-fb7f-11e9-b44d-000f53222e78,"{'or': {'size': 326}, 'cus': {'size': 46}}",0,graph,1
fe68a45b-fb7f-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,graph,2
dag_id,data,mse_factor,name,stage_id
fe68a45c-fb7f-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,graph,1
fe68a45c-fb7f-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,graph,2
dag_id,data,mse_factor,name,stage_id
fe68a45d-fb7f-11e9-b44d-000f53222e78,{'b5': {'size': 200}},0,graph,1
dag_id,data,mse_factor,name,stage_id
fe68a45e-fb7f-11e9-b44d-000f53222e78,{'c6': {'size': 226}},0,graph,1
dag_id,data,mse_factor,name,stage_id
fe68a45f-fb7f-11e9-b44d-000f53222e78,{'g': {'size': 200}},0,graph,0
dag_id,data,mse_factor,name,stage_id
fe68a460-fb7f-11e9-b44d-000f53222e78,{'a1': {'size': 160}},0,graph,0
fe68a460-fb7f-11e9-b44d-000f53222e78,{'a2': {'size': 80}},0,graph,1
fe68a460-fb7f-11e9-b44d-000f53222e78,"{'a2': {'size': 160}, 'a3': {'size': 160}}",0,graph,1
fe68a460-fb7f-11e9-b44d-000f53222e78,{'a4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
fe68a461-fb7f-11e9-b44d-000f53222e78,{'b1': {'size': 80}},0,graph,0
fe68a461-fb7f-11e9-b44d-000f53222e78,"{'b1': {'size': 160}, 'b2': {'size': 160}}",0,graph,0
fe68a461-fb7f-11e9-b44d-000f53222e78,{'b4': {'size': 160}},0,graph,2
dag_id,data,mse_factor,name,stage_id
fe68a462-fb7f-11e9-b44d-000f53222e78,{'f': {'size': 87}},0,graph,2
fe68a462-fb7f-11e9-b44d-000f53222e78,{'b': {'size': 10}},0,graph,3
dag_id,data,mse_factor,name,stage_id
fe68a463-fb7f-11e9-b44d-000f53222e78,{'b': {'size': 163}},0,graph,1
fe68a463-fb7f-11e9-b44d-000f53222e78,{'d': {'size': 100}},0,graph,2

dag_id,data,mse_factor,name,stage_id
fe68a465-fb7f-11e9-b44d-000f53222e78,{'a13': {'size': 120}},0,graph,1
dag_id,data,mse_factor,name,stage_id
fe68a466-fb7f-11e9-b44d-000f53222e78,{'a14': {'size': 84}},0,graph,1
dag_id,data,mse_factor,name,stage_id
fe68a467-fb7f-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,graph,1
dag_id,data,mse_factor,name,stage_id
fe68a468-fb7f-11e9-b44d-000f53222e78,{'c23': {'size': 43}},0,graph,1
fe68a468-fb7f-11e9-b44d-000f53222e78,"{'c23': {'size': 86}, 'c16': {'size': 60}}",0,graph,1

dag_id,data,mse_factor,name,stage_id
fe68a46a-fb7f-11e9-b44d-000f53222e78,{'d6': {'size': 60}},0,graph,0

dag_id,data,mse_factor,name,stage_id
fe68a46c-fb7f-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
fe68a46c-fb7f-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
fe68a46d-fb7f-11e9-b44d-000f53222e78,{'a20': {'size': 32}},0,graph,0
fe68a46d-fb7f-11e9-b44d-000f53222e78,{'e20': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
fe68a46e-fb7f-11e9-b44d-000f53222e78,{'b21': {'size': 64}},0,graph,0
fe68a46e-fb7f-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
fe68a46f-fb7f-11e9-b44d-000f53222e78,{'b20': {'size': 48}},0,graph,0
fe68a46f-fb7f-11e9-b44d-000f53222e78,{'e22': {'size': 100}},0,graph,2
dag_id,data,mse_factor,name,stage_id
fe68a470-fb7f-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,graph,0
fe68a470-fb7f-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,graph,4
dag_id,data,mse_factor,name,stage_id
fe68a471-fb7f-11e9-b44d-000f53222e78,{'a2': {'size': 160}},0,AQ25,0
fe68a471-fb7f-11e9-b44d-000f53222e78,{'c21': {'size': 160}},0,AQ25,4
dag_id,data,mse_factor,name,stage_id
fe68a472-fb7f-11e9-b44d-000f53222e78,{'c26': {'size': 40}},0,AQ26,0
dag_id,data,mse_factor,name,stage_id
fe68a473-fb7f-11e9-b44d-000f53222e78,{'a27': {'size': 40}},0,AQ27,0
fe68a473-fb7f-11e9-b44d-000f53222e78,{'d6': {'size': 93}},0,AQ27,1
fe68a473-fb7f-11e9-b44d-000f53222e78,{'d': {'size': 25}},0,AQ27,2
dag_id,data,mse_factor,name,stage_id
8f6ece0f-fc35-11e9-b44d-000f53222e78,"{'d23': {'size': 23}, 'e23': {'size': 979}}",0,AQ1,0
8f6ece0f-fc35-11e9-b44d-000f53222e78,"{'b23': {'size': 341}, 'c23': {'size': 256}, 'd23': {'size': 30}, 'e23': {'size': 1300}}",0,AQ1,0
8f6ece0f-fc35-11e9-b44d-000f53222e78,{'ad': {'size': 80}},0,AQ1,1
8f6ece0f-fc35-11e9-b44d-000f53222e78,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,AQ1,1
dag_id,data,mse_factor,name,stage_id
8f6ece10-fc35-11e9-b44d-000f53222e78,"{'b7': {'size': 2}, 'li': {'size': 1343}}",0,AQ2,0
8f6ece10-fc35-11e9-b44d-000f53222e78,"{'b7': {'size': 2}, 'li': {'size': 1449}, 'd7': {'size': 93}, 'c7': {'size': 68}}",0,AQ2,0
8f6ece10-fc35-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,AQ2,1
dag_id,data,mse_factor,name,stage_id
8f6ece11-fc35-11e9-b44d-000f53222e78,"{'p': {'size': 272}, 'li': {'size': 1449}}",0,AQ3,0
8f6ece11-fc35-11e9-b44d-000f53222e78,"{'or': {'size': 326}, 'cus': {'size': 46}}",0,AQ3,1
8f6ece11-fc35-11e9-b44d-000f53222e78,{'re': {'size': 64}},0,AQ3,2
8f6ece11-fc35-11e9-b44d-000f53222e78,"{'re': {'size': 120}, 'c2': {'size': 37}}",0,AQ3,2
dag_id,data,mse_factor,name,stage_id
8f6ece12-fc35-11e9-b44d-000f53222e78,"{'p': {'size': 272}, 'li': {'size': 1449}}",0,AQ4,0
8f6ece12-fc35-11e9-b44d-000f53222e78,{'ad': {'size': 120}},0,AQ4,1
8f6ece12-fc35-11e9-b44d-000f53222e78,{'e4': {'size': 262}},0,AQ4,2
8f6ece12-fc35-11e9-b44d-000f53222e78,{'f4': {'size': 326}},0,AQ4,3
